Nr,Naam,UCI ID,Nat,Club,UCI Rank,series_name,race_name,race_date,race_location,race_id,category_full,rider_name
15.0,MAENEN Dani,10138428276,BEL,BFY CYCLINGTEAM,132.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MAENEN Dani
16.0,RENDERS Luca,10125887186,BEL,4BIKES WESTFIT,147.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,RENDERS Luca
17.0,ROELS Dima,10105306921,BEL,"WIELERCLUB ""ONDER - ONS PARIKE"" VZW",188.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,ROELS Dima
18.0,ROELANDT Alessio,10085607029,BEL,ACROG-TORMANS,190.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,ROELANDT Alessio
19.0,DE BOIS Nand,10073621970,BEL,GMS CYCLING TEAM GLABBEEK,215.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE BOIS Nand
20.0,DIJKMAN Sven,10087653426,NED,DE PEDDELAARS,242.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DIJKMAN Sven
21.0,VAN HOECK Sam,10077885021,BEL,WAC TEAM VZW,249.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN HOECK Sam
22.0,GEENS Matiz,10065251274,BEL,WOUTIM-DEXTERS SPORT,255.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GEENS Matiz
23.0,DE LOOSE Senne,10071751890,BEL,AVIA-RUDYCO CYCLING TEAM,261.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE LOOSE Senne
24.0,VANHOUDT Kobe,10065236221,BEL,CRABBÉ-DSTNY,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANHOUDT Kobe
25.0,VAN RAEMDONCK Daan,10072115541,BEL,AVIA-RUDYCO CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN RAEMDONCK Daan
26.0,VERVAET Kobe,10130964936,BEL,AVIA-RUDYCO CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VERVAET Kobe
27.0,VAN BELLEGHEM Thibault,10065245820,BEL,KON. VC ´T MEETJESLAND - KNESSELARE,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN BELLEGHEM Thibault
28.0,SMET Maurits,10107750109,BEL,AVIA-RUDYCO CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SMET Maurits
29.0,VAN VRACEM Robbe,10126379159,BEL,ANTWERP CYCLING TEAM KONTICH,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN VRACEM Robbe
30.0,GEENS Lowie,10073065535,BEL,"WIELERCLUB ""ONDER - ONS PARIKE"" VZW",,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GEENS Lowie
31.0,GYSEN Quinten,10120003128,BEL,AVIA-RUDYCO CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GYSEN Quinten
32.0,STEVENS Thibau,10065229652,BEL,AVIA-RUDYCO CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,STEVENS Thibau
33.0,PAUWELS Jonas,10065254712,BEL,ACROG-TORMANS,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,PAUWELS Jonas
34.0,POPPE Flo,10088342429,BEL,GOLAZO YOUNG LIONS,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,POPPE Flo
35.0,AERTS Torben,10065215407,BEL,TEAM KEMPEN CYCLING VZW,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,AERTS Torben
36.0,DEROYE Yorbe,10111628186,BEL,CRABBÉ-DSTNY,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DEROYE Yorbe
37.0,DE GRAUWE Jairo,10094315912,BEL,AVIA-RUDYCO CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE GRAUWE Jairo
38.0,VAN DYCK Robbe,10101947889,BEL,ANTWERP CYCLING TEAM KONTICH,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DYCK Robbe
39.0,WILSSENS Laurens,10065247537,BEL,WAC TEAM VZW,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,WILSSENS Laurens
40.0,BEELS Finn,10125904869,BEL,HOTOND SPORTHOTEL-LITUBRA PARKET-WT WAREGEM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,BEELS Finn
41.0,WAUTELET Grégoire,10147749067,BEL,KZLWC - AE,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,WAUTELET Grégoire
42.0,VERHEUGHE Emilien,10109751743,BEL,"WIELERCLUB ""ONDER - ONS PARIKE"" VZW",,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VERHEUGHE Emilien
43.0,TAZELAAR Maike,10023170250,NED,ZRTC THEO MIDDELKAMP,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,TAZELAAR Maike
44.0,VAN HEMELRIJK Joren,10109587954,BEL,"WIELERCLUB ""ONDER - ONS PARIKE"" VZW",,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN HEMELRIJK Joren
45.0,DE NEEF Jens,10158147871,BEL,VAN MOER LOGISTICS CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE NEEF Jens
46.0,DE CLERCK Miel,10065231268,BEL,VAN MOER LOGISTICS CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE CLERCK Miel
47.0,GROENEVELD Darian,10062936109,NED,Individueel,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GROENEVELD Darian
48.0,DEGEZELLE Lars,10119293816,BEL,THE LEAD OUT CYCLING ACADEMY,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DEGEZELLE Lars
49.0,HAMERLINCK Jasper,10123071661,BEL,SPORT EN MOEDIG GENK,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,HAMERLINCK Jasper
50.0,VANDEKERKHOVE Clément,10138322889,FRA,ECV BOULZICOURT,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANDEKERKHOVE Clément
51.0,DEGEZELLE Niels,10122623845,BEL,THE LEAD OUT CYCLING ACADEMY,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DEGEZELLE Niels
52.0,GOOSSENAERTS Sebastiaan,10099362841,BEL,ANTWERP CYCLING TEAM KONTICH,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GOOSSENAERTS Sebastiaan
53.0,VAN MALDEREN Robbe,10089093268,BEL,NOW CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN MALDEREN Robbe
,1 van 4,,,,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,1 van 4
1.0,CORSUS Yordi,10065119518,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,34.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CORSUS Yordi
2.0,DE BRUYCKERE Kay,10065053638,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,35.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE BRUYCKERE Kay
3.0,VIEZZI Stefano,10030893975,ITA,ALPECIN DECEUNINCK DEVELOPMENT TEAM,38.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VIEZZI Stefano
4.0,VAN DEN EIJNDEN Guus,10022787405,NED,ALPECIN-DECEUNINCK DEVELOPMENT TEAM,53.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DEN EIJNDEN Guus
5.0,VAS Barnabás,10023656462,HUN,MBH COLDPACK BALLAN,60.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAS Barnabás
6.0,DE MOYER Kenay,10065066065,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,70.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE MOYER Kenay
7.0,VANDENBERGHE Viktor,10087960489,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,75.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANDENBERGHE Viktor
8.0,DE BRAUWERE Sil,10090915050,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,99.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE BRAUWERE Sil
9.0,OERTZEN Max Heiner,10036147739,GER,PETER PANE NAGEL CX TEAM,119.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,OERTZEN Max Heiner
10.0,GEVAERT Miles,10065066671,BEL,TOMABEL-INOFEC CYCLINGTEAM,126.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GEVAERT Miles
11.0,VAN GRIEKEN Stan,10065097488,BEL,STAGECO CYCLING TEAM,179.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN GRIEKEN Stan
12.0,JAMIN Antoine,10064271877,BEL,BH-WALLONIE MTB TEAM,180.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JAMIN Antoine
13.0,BOSSAERTS Senn,10065148719,BEL,CYCLIS - VAN DEN PLAS CYCLING TEAM,227.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,BOSSAERTS Senn
14.0,HAVERDINGS Floris,10049010646,NED,METEOOR ASSEN RODEN,282.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,HAVERDINGS Floris
15.0,SPRANGERS Bram,10065106784,BEL,VAN GORP PROJECTS - CT ZANDHOVEN,326.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SPRANGERS Bram
16.0,KING Carden,10065999083,USA,TRIPLE CROWN WORKSHOP,330.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,KING Carden
17.0,VANHOUDT Yoren,10065141039,BEL,CYCLIS - VAN DEN PLAS CYCLING TEAM,368.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANHOUDT Yoren
18.0,JOCHEMS Jelte,10023351015,NED,MBC BAR END,369.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JOCHEMS Jelte
19.0,LAENEN Ryan,10065187115,BEL,FIETSSERVICE-MONDRAKER TEAM,520.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,LAENEN Ryan
20.0,NUYENS Wies,10065092640,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CT,531.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,NUYENS Wies
21.0,MAES Fabian,10065152961,BEL,CYCLIS - VAN DEN PLAS CYCLING TEAM,533.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MAES Fabian
22.0,DAELMANS Bengt,10066080020,BEL,CYCLIS - VAN DEN PLAS CYCLING TEAM,560.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DAELMANS Bengt
23.0,JACOBS Lennes,10065203885,BEL,WAC TEAM VZW,598.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JACOBS Lennes
24.0,WESTOVER Finn,10099268972,USA,TEAM BOOGER,612.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,WESTOVER Finn
25.0,HEIRBAUT Toon,10065094256,BEL,DCR CYCLING TEAM,639.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,HEIRBAUT Toon
26.0,MARCHAND Robbe,10089840976,BEL,DESCHACHT-HENS CX TEAM,640.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MARCHAND Robbe
27.0,LOSFELD Louis,10091517056,BEL,TRUSTUP-CC CHEVIGNY,643.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,LOSFELD Louis
28.0,VAN DEN BOER Arthur,10099256343,BEL,BALOISE GLOWI LIONS,653.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DEN BOER Arthur
29.0,VANDEN EYNDE Mats,10086550858,BEL,BALOISE GLOWI LIONS,666.0,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANDEN EYNDE Mats
30.0,SMITH Finn,10087808929,NED,VISKERCYCLING MTB TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,SMITH Finn
31.0,VAN LOOY Stan,10110031225,BEL,WAC TEAM VZW,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN LOOY Stan
32.0,CRIEL Merlijn,10087513986,BEL,CENTER PARCS CT,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CRIEL Merlijn
33.0,DECKERS Toon,10072053705,BEL,VP CONSULTING CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DECKERS Toon
34.0,ESCAJADILLO Pablo,10115229718,PER,ROYAL CUREGHEM SPORTIEF VZW,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,ESCAJADILLO Pablo
35.0,GEENS Keano,10065201057,BEL,WOUTIM-DEXTERS SPORT,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GEENS Keano
36.0,MEEUSEN Lennert,10065190953,BEL,WAC TEAM VZW,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,MEEUSEN Lennert
37.0,WISSE Nick,10023195209,NED,ZRTC THEO MIDDELKAMP,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,WISSE Nick
38.0,VAN DEN BERGH Toon,10065075159,BEL,YOUNG CYCLING TALENT D&D,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN DEN BERGH Toon
39.0,GOOVAERTS Jarne,10065116686,BEL,WOUTIM-DEXTERS SPORT,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GOOVAERTS Jarne
40.0,GOOVAERTS Jorit,10065198330,BEL,WOUTIM-DEXTERS SPORT,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,GOOVAERTS Jorit
41.0,VAN LOOCKE Lars,10084631773,BEL,CAMPE LANCKRIET CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VAN LOOCKE Lars
42.0,VANCOMPERNOLLE Tibo,10065134470,BEL,DL CHEMICALS - EXPERZA CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANCOMPERNOLLE Tibo
43.0,DEKORT Jens,10086823771,BEL,VAN GORP PROJECTS - CT ZANDHOVEN,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DEKORT Jens
44.0,JACOBY François,10138094941,BEL,BRUSSELS CYCLING CLUB,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,JACOBY François
45.0,DE NYS Lars,10065203077,BEL,A.S. CONSTRUCT - CASTAAR CYCLING TEAM,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,DE NYS Lars
46.0,CARDIJN Jorre,10126807575,BEL,GMS CYCLING TEAM GLABBEEK,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,CARDIJN Jorre
47.0,VANLAERE Loïc,10065197421,BEL,STARBIKES - VISTABUILD,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VANLAERE Loïc
48.0,VERSLOOT Rick,10023082142,NED,RC JAN VAN ARCKEL,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VERSLOOT Rick
49.0,VROLIX Yarne,10119563392,BEL,VAN GORP PROJECTS - CT ZANDHOVEN,,,X2O BADKAMERS TROFEE RECTAVIT-FLANDRIENCROSS-HAMME 16:11:2025,,,unknown_standalone_x2o-badkamers-trofee-rectavit-flandriencross-hamme-16-11-2025_noloc,,VROLIX Yarne
